Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/17/2016;8.5;K K Hotel George; China ; The toilet is slightly small though it contains everything The floor is wooden so you could hear people walking It will be noisy for people with difficulty of falling asleep But for travellers just coming to London this does not count ;43;1831;Unlike the small hotels around this area this one is large and well organized The location is great which is only 3 munites walk from Earl s Court underground station which means it is in a quiet street but also is so easy to get food around The room is comparatively large considering the size of the hotel rooms in London It only takes about 40 munites going from Heathrow airport to the hotel and is very suitable for people with large suitcases and arrive in London not very early I will definitely prefer this hotel next time;100;17;9.6;[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights '];473 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/10/2016;8.5;K K Hotel George; South Africa ; The rooms were extremely small I don t think the breakfast was good value for money;17;1831; Loved the location so easy to access the subway and coffee shops and restuarants;15;3;6.7;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 1 night '];480 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/10/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Great location just round the corner from earls court station Easy access to all main attractions Comfy room Breakfast excellent choice Staff very friendly Would definately stay again on our next trip to London ;36;3;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];480 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/10/2016;8.5;K K Hotel George; United Kingdom ; The room was too hot needed a fan over night to cool down no opening windows;17;1831; Very helpful staff willing to help Great breakfast and not rushed away as could sit and chat over breakfast Great choice of food in pleasant dining room ;29;4;8.8;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];480 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/9/2016;8.5;K K Hotel George; Canada ; Wifi is hit and miss not a huge deal but it isn t great ;16;1831; This is an excellent hotel Location is amazing just minutes from Earl s Court tube station but so quiet you can t believe you are in the centre of the City We could easily walk to Kensington High Street Hyde Park Natural History Museum etc Excellent shower phenomenal water pressure Room was clean Bed was very comfortable Staff excellent very friendly and able to provide lots of recommendations for sights and restaurants Breakfast was very good The hotel restaurant is good too a good alternative if you are back late from a tour or too tired to go out We will be back ;105;4;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 9 nights '];481 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/9/2016;8.5;K K Hotel George; South Africa ; Room very warm aircon was not cooling down the room Bathroom very small and toilet very low ;19;1831; Good location Parking available although quite expensive Close to subway ;12;3;8.8;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];481 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/8/2016;8.5;K K Hotel George; Canada ;No Negative;0;1831;staff are always joyful and helpful we were under booked totally my fault by 1 day and on site manager extended our stay in the same room for another thanks for that and also guiding us to the pick up point for our tour of highclare castle so kind of all of your staff thanks doug pat brugger;60;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 8 nights '];482 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/7/2016;8.5;K K Hotel George; United Kingdom ; No water to drink in spa area Room on small side compared to advertised twin room Kettle plug dangling not obvious where to plug in ;27;1831; Excellent breakfast Could open window in bedroom was quiet outside for London Lovely to have a garden Great mini spa after hectic city ;25;7;5.8;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];483 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/5/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Reception area appealing Check in and out quick Bedroom good size nice and light lovely view of hotel garden Bed extremely comfortable and experienced a good few nights sleep Did not experience any noise disturbance Excellent choices for breakfast very enjoyable Staff very helpful providing us with information and travel advice ;53;2;10;[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 2 nights '];485 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/5/2016;8.5;K K Hotel George; United Kingdom ;Breakfast used to include a better selection ie smoked salmon more fruit selection champagne Now more English breakfast which means the cost is pricey at 15 pounds Wait staff not very friendly had to ask for coffee after they passed my table several times;46;1831; Location very convenient walking distance to tube station room clean and comfortable size staff very friendly in hotel ;20;7;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];485 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/3/2016;8.5;K K Hotel George; United Kingdom ; The bathrooms are tiny but do work in as much as the showers are good but unless your very small it s impossible to dry oneself other than in the bedroom There is a lack Of plug sockets in the bedrooms and the bar area is soulless ;49;1831; The parking is very reasonable for central London The beds are very comfortable and the breakfast is great ;20;41;9.2;[' Business trip ', ' Solo traveler ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];487 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/1/2016;8.5;K K Hotel George; United Kingdom ; No negatives ;4;1831; Quiet position but close to tube station only two stops to major museums Staff friendly and efficient Room very clean and comfortable Excellent breakfast ;26;2;9.5;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night '];489 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/29/2016;8.5;K K Hotel George; Canada ; Rooms are small and would have preferred one overlooking the garden instead we were over the front door and the flag pole was noisy ;26;1831; The location is perfect Close to the tube around the corner Great breakfast and good value ;18;1;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device '];492 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/28/2016;8.5;K K Hotel George; New Zealand ; My room on the fourth floor had only narrow windows at the top of the wall and those were partly blocked by the roof decorations so the room had a boxy closed in feeling ;36;1831;I arrived early in the morning after a long trip from Africa I was able to take a shower and change clothes in the wellness centre which made the day fo me Perfect for 2 nights in transit between a long journey from Africa and a really long journey to NZ Quiet yet less than 5 minute walk to Piccadilly line at Earl s Court even dragging heavy suitcase;71;4;8.3;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];493 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/24/2016;8.5;K K Hotel George; Sweden ; the bathrooms ar very small BUT everything you need is there They were also spotless;16;1831; great location very clean GREAT breakfasts nice big towels that were changed every day comfortable beds internet worked well Also a plus that the guests have access to a computer internet with a printer in the lobby ;39;6;8.3;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 5 nights '];497 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/24/2016;8.5;K K Hotel George; Sweden ;Serving of coffee for breakfast had logistics problems Please give people a tip that they can ask for a pot to be filled with coffee to be able to serve themselves at acceptable frequencies Now for every cup we were dependent on staff not always available and not always 100 coffee focussed noticing our lack of java and distributing one cup at a time;66;1831; Good spacious enough room and bathroom Excellent location near Earl s Court underground station Very nice breakfast buffet Very good internet facilities with printer access even Very nice garden with seating facilities ;34;6;9.6;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 4 nights '];497 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/22/2016;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; Great location Excellent friendly efficient staff Clean comfy bedrooms Hotel car parking at reasonable rates what more could you ask ;22;3;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];499 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/21/2016;8.5;K K Hotel George; Netherlands ;No Negative;0;1831;My go to place when in London This was My 5th stay Great location within walking distance from Earl s Court underground station Piccadilly Line from Heathrow Staff is friendly rooms are up to date and clean;39;2;10;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];500 day;51.4918878;-0.1949706
